Date,Season,Sales,Price,Product_Name
2023-05-14,Spring,43056.3,84.15,Winter Jacket
2023-05-15,Spring,21420.25,87.33,Winter Jacket
2023-05-16,Spring,23419.95,96.89,Winter Jacket
2023-05-17,Spring,30215.73,96.89,Winter Jacket
2023-05-18,Spring,23872.64,87.22,Winter Jacket
2023-05-19,Spring,17283.63,86.79,Winter Jacket
2023-05-20,Spring,42615.57,95.66,Winter Jacket
2023-05-21,Spring,46663.93,96.19,Winter Jacket
2023-05-22,Spring,23853.86,96.97,Winter Jacket
2023-05-23,Spring,25927.26,82.35,Winter Jacket
2023-05-24,Spring,23343.56,91.93,Winter Jacket
2023-05-25,Spring,29551.78,82.86,Winter Jacket
2023-05-26,Spring,18825.04,83.68,Winter Jacket
2023-05-27,Spring,48635.48,91.03,Winter Jacket
2023-05-28,Spring,36294.62,87.06,Winter Jacket
2023-05-29,Spring,30272.97,96.96,Winter Jacket
2023-05-30,Spring,19732.22,89.67,Winter Jacket
2023-05-31,Spring,19305.08,89.79,Winter Jacket
2023-06-01,Summer,6877.84,98.98,Winter Jacket
2023-06-02,Summer,9465.66,85.24,Winter Jacket
2023-06-03,Summer,11608.62,85.91,Winter Jacket
2023-06-04,Summer,10111.69,94.35,Winter Jacket
2023-06-05,Summer,6838.69,86.11,Winter Jacket
2023-06-06,Summer,9799.69,86.29,Winter Jacket
2023-06-07,Summer,9610.56,90.39,Winter Jacket
2023-06-08,Summer,5922.5,92.14,Winter Jacket
2023-06-09,Summer,9554.75,90.22,Winter Jacket
2023-06-10,Summer,11091.97,98.04,Winter Jacket
2023-06-11,Summer,12124.87,90.38,Winter Jacket
2023-06-12,Summer,8004.97,97.77,Winter Jacket
2023-06-13,Summer,7523.94,91.6,Winter Jacket
2023-06-14,Summer,7376.99,86.32,Winter Jacket
2023-06-15,Summer,7891.34,91.8,Winter Jacket
2023-06-16,Summer,5803.33,91.86,Winter Jacket
2023-06-17,Summer,10023.74,81.84,Winter Jacket
2023-06-18,Summer,13691.41,81.47,Winter Jacket
2023-06-19,Summer,7872.37,91.53,Winter Jacket
2023-06-20,Summer,4369.19,89.66,Winter Jacket
2023-06-21,Summer,8212.51,82.57,Winter Jacket
2023-06-22,Summer,9604.77,82.27,Winter Jacket
2023-06-23,Summer,4747.93,85.92,Winter Jacket
2023-06-24,Summer,11152.75,98.98,Winter Jacket
2023-06-25,Summer,13804.78,85.07,Winter Jacket
2023-06-26,Summer,7469.47,94.58,Winter Jacket
2023-06-27,Summer,8541.02,96.61,Winter Jacket
2023-06-28,Summer,8276.2,97.43,Winter Jacket
2023-06-29,Summer,9966.18,82.33,Winter Jacket
2023-06-30,Summer,8378.89,98.05,Winter Jacket
2023-07-01,Summer,6772.11,84.83,Winter Jacket
2023-07-02,Summer,10167.78,96.85,Winter Jacket
2023-07-03,Summer,9710.44,83.79,Winter Jacket
2023-07-04,Summer,4321.63,94.19,Winter Jacket
2023-07-05,Summer,6788.13,82.47,Winter Jacket
2023-07-06,Summer,7656.37,93.76,Winter Jacket
2023-07-07,Summer,7331.36,88.95,Winter Jacket
2023-07-08,Summer,10137.45,96.36,Winter Jacket
2023-07-09,Summer,16440.25,81.43,Winter Jacket
2023-07-10,Summer,5526.88,94.11,Winter Jacket
2023-07-11,Summer,6343.35,98.22,Winter Jacket
2023-07-12,Summer,8378.47,82.57,Winter Jacket
2023-07-13,Summer,9128.48,95.1,Winter Jacket
2023-07-14,Summer,7274.46,83.05,Winter Jacket
2023-07-15,Summer,11394.72,92.38,Winter Jacket
2023-07-16,Summer,9696.02,81.63,Winter Jacket
2023-07-17,Summer,8011.7,92.11,Winter Jacket
2023-07-18,Summer,7379.48,98.83,Winter Jacket
2023-07-19,Summer,9984.98,94.01,Winter Jacket
2023-07-20,Summer,5893.16,86.19,Winter Jacket
2023-07-21,Summer,5526.16,91.41,Winter Jacket
2023-07-22,Summer,8779.06,97.69,Winter Jacket
2023-07-23,Summer,14214.23,97.99,Winter Jacket
2023-07-24,Summer,7239.86,87.5,Winter Jacket
2023-07-25,Summer,8101.93,93.6,Winter Jacket
2023-07-26,Summer,8393.28,95.81,Winter Jacket
2023-07-27,Summer,6791.53,83.9,Winter Jacket
2023-07-28,Summer,8213.88,86.56,Winter Jacket
2023-07-29,Summer,7432.57,85.02,Winter Jacket
2023-07-30,Summer,11135.68,84.45,Winter Jacket
2023-07-31,Summer,8422.15,82.55,Winter Jacket
2023-08-01,Summer,7491.95,83.82,Winter Jacket
2023-08-02,Summer,7002.66,93.56,Winter Jacket
2023-08-03,Summer,8319.44,85.56,Winter Jacket
2023-08-04,Summer,7607.1,88.83,Winter Jacket
2023-08-05,Summer,15660.39,91.27,Winter Jacket
2023-08-06,Summer,10189.27,83.19,Winter Jacket
2023-08-07,Summer,5869.74,81.82,Winter Jacket
2022-01-01,Winter,32440.2,20.45,T-Shirt
2022-01-02,Winter,30986.71,20.41,T-Shirt
2022-01-03,Winter,17849.26,21.32,T-Shirt
2022-01-04,Winter,20567.53,20.96,T-Shirt
2022-01-05,Winter,14062.09,20.48,T-Shirt
2022-01-06,Winter,19449.82,19.84,T-Shirt
2022-01-07,Winter,16496.92,19.2,T-Shirt
2022-01-08,Winter,28900.89,20.57,T-Shirt
2022-01-09,Winter,26024.73,20.71,T-Shirt
2022-01-10,Winter,21513.43,19.46,T-Shirt
2022-01-11,Winter,19308.34,21.38,T-Shirt
2022-01-12,Winter,13624.28,18.13,T-Shirt
2022-01-13,Winter,24062.76,19.78,T-Shirt
2022-01-14,Winter,19377.57,18.97,T-Shirt
2022-01-15,Winter,32390.56,19.94,T-Shirt
2022-01-16,Winter,28276.19,19.97,T-Shirt
2022-01-17,Winter,24771.38,20.64,T-Shirt
2022-01-18,Winter,22346.91,19.41,T-Shirt
2022-01-19,Winter,18529.62,20.88,T-Shirt
2022-01-20,Winter,13198.59,21.31,T-Shirt
2022-01-21,Winter,16907.46,19.46,T-Shirt
2022-01-22,Winter,27251.61,21.23,T-Shirt
2022-01-23,Winter,30294.37,20.66,T-Shirt
2022-01-24,Winter,19014.33,19.42,T-Shirt
2022-01-25,Winter,24734.13,21.21,T-Shirt
2022-01-26,Winter,22875.09,21.71,T-Shirt
2022-01-27,Winter,21342.3,19.99,T-Shirt
2022-01-28,Winter,18482.6,20.23,T-Shirt
2022-01-29,Winter,30751.62,21.98,T-Shirt
2022-01-30,Winter,28432.24,19.42,T-Shirt
2022-01-31,Winter,16875.77,21.33,T-Shirt
2022-02-01,Winter,20595.84,21.2,T-Shirt
2022-02-02,Winter,18694.26,20.96,T-Shirt
2022-02-03,Winter,20070.83,20.3,T-Shirt
2022-02-04,Winter,17564.73,19.51,T-Shirt
2022-02-05,Winter,33417.32,20.07,T-Shirt
2022-02-06,Winter,35537.76,19.66,T-Shirt
2022-02-07,Winter,15739.02,20.58,T-Shirt
2022-02-08,Winter,15460.67,19.45,T-Shirt
2022-02-09,Winter,24333.98,18.25,T-Shirt
2022-02-10,Winter,20363.6,21.45,T-Shirt
2022-02-11,Winter,19110.09,20.35,T-Shirt
2022-02-12,Winter,28710.61,20.07,T-Shirt
2022-02-13,Winter,27160.65,20.05,T-Shirt
2022-02-14,Winter,16201.61,21.08,T-Shirt
2022-02-15,Winter,20572.9,20.27,T-Shirt
2022-02-16,Winter,16603.84,21.45,T-Shirt
2022-02-17,Winter,15468.95,19.17,T-Shirt
2022-02-18,Winter,20679.27,18.01,T-Shirt
2022-02-19,Winter,23780.04,21.73,T-Shirt
2022-02-20,Winter,34813.18,19.25,T-Shirt
2022-02-21,Winter,20211.94,20.62,T-Shirt
2022-02-22,Winter,17788.55,19.2,T-Shirt
2022-02-23,Winter,19844.13,19.43,T-Shirt
2022-02-24,Winter,19533.98,19.57,T-Shirt
2022-02-25,Winter,18685.98,21.0,T-Shirt
2022-02-26,Winter,26835.07,19.15,T-Shirt
2022-02-27,Winter,38015.02,20.47,T-Shirt
2022-02-28,Winter,14942.79,20.56,T-Shirt
2022-03-01,Spring,45335.1,19.12,T-Shirt
2022-03-02,Spring,36392.88,21.38,T-Shirt
2022-03-03,Spring,36127.5,21.5,T-Shirt
2022-03-04,Spring,49772.38,20.71,T-Shirt
2022-03-05,Spring,94782.88,20.46,T-Shirt
2022-03-06,Spring,76505.29,21.87,T-Shirt
2022-03-07,Spring,39346.42,19.97,T-Shirt
2022-03-08,Spring,33234.43,19.82,T-Shirt
2022-03-09,Spring,66967.17,19.43,T-Shirt
2022-03-10,Spring,34972.61,18.01,T-Shirt
2022-03-11,Spring,53194.04,18.1,T-Shirt
2022-03-12,Spring,77559.88,21.34,T-Shirt
2022-03-13,Spring,83621.08,20.73,T-Shirt
2022-03-14,Spring,60141.06,19.53,T-Shirt
2022-03-15,Spring,42143.59,18.61,T-Shirt
2022-03-16,Spring,52169.98,21.06,T-Shirt
2022-03-17,Spring,54354.05,20.17,T-Shirt
2022-03-18,Spring,54277.81,19.41,T-Shirt
2022-03-19,Spring,72609.45,21.91,T-Shirt
2022-03-20,Spring,69236.39,18.78,T-Shirt
2022-03-21,Spring,53128.52,19.72,T-Shirt
2022-03-22,Spring,51909.89,21.51,T-Shirt
2022-03-23,Spring,48497.5,20.72,T-Shirt
2022-03-24,Spring,39270.04,18.23,T-Shirt
2022-03-25,Spring,43500.55,20.23,T-Shirt
2022-03-26,Spring,88394.89,21.95,T-Shirt
2022-03-27,Spring,60954.57,19.56,T-Shirt
2022-03-28,Spring,62383.0,21.67,T-Shirt
2022-03-29,Spring,45860.77,21.19,T-Shirt
2022-03-30,Spring,56163.33,20.8,T-Shirt
2022-03-31,Spring,54365.55,20.56,T-Shirt
2022-04-01,Spring,57709.33,21.77,T-Shirt
2022-04-02,Spring,74094.22,18.07,T-Shirt
2022-04-03,Spring,56954.38,20.86,T-Shirt
2022-04-04,Spring,51234.17,18.84,T-Shirt
2022-04-05,Spring,41402.74,18.72,T-Shirt
2022-04-06,Spring,50004.66,18.64,T-Shirt
2022-04-07,Spring,48918.26,18.12,T-Shirt
2022-04-08,Spring,43129.48,19.37,T-Shirt
2022-04-09,Spring,78654.8,21.21,T-Shirt
2022-04-10,Spring,70110.73,20.39,T-Shirt
2022-04-11,Spring,45318.83,21.37,T-Shirt
2022-04-12,Spring,46096.55,18.41,T-Shirt
2022-04-13,Spring,41079.31,20.3,T-Shirt
2022-04-14,Spring,51551.98,21.38,T-Shirt
2022-04-15,Spring,59178.32,19.15,T-Shirt
2022-04-16,Spring,60262.55,18.4,T-Shirt
2022-04-17,Spring,77995.49,19.98,T-Shirt
2022-04-18,Spring,48256.85,20.71,T-Shirt
2022-04-19,Spring,50719.48,19.64,T-Shirt
2022-04-20,Spring,50975.34,19.24,T-Shirt
2022-04-21,Spring,53486.81,18.25,T-Shirt
2022-04-22,Spring,47357.88,19.68,T-Shirt
2022-04-23,Spring,72469.21,18.02,T-Shirt
2022-04-24,Spring,78894.85,18.52,T-Shirt
2022-04-25,Spring,43403.58,18.91,T-Shirt
2022-04-26,Spring,60712.81,18.42,T-Shirt
2022-04-27,Spring,55230.43,20.68,T-Shirt
2022-04-28,Spring,66901.99,21.85,T-Shirt
2022-04-29,Spring,51429.78,19.9,T-Shirt
2022-04-30,Spring,73910.75,18.95,T-Shirt
2022-05-01,Spring,54046.54,18.56,T-Shirt
2022-05-02,Spring,36463.42,20.57,T-Shirt
2022-05-03,Spring,40421.75,20.83,T-Shirt
2022-05-04,Spring,59657.74,19.46,T-Shirt
2022-05-05,Spring,49114.69,19.02,T-Shirt
2022-05-06,Spring,51312.98,20.8,T-Shirt
2022-05-07,Spring,74446.95,18.95,T-Shirt
2022-05-08,Spring,85367.79,21.57,T-Shirt
2022-05-09,Spring,51928.88,19.55,T-Shirt
2022-05-10,Spring,33374.82,21.6,T-Shirt
2022-05-11,Spring,57936.83,20.39,T-Shirt
2022-05-12,Spring,47281.86,19.48,T-Shirt
2022-05-13,Spring,52970.83,18.99,T-Shirt
2022-05-14,Spring,67502.71,21.71,T-Shirt
2022-05-15,Spring,86819.91,21.64,T-Shirt
2022-05-16,Spring,44477.52,20.46,T-Shirt
2022-05-17,Spring,55022.31,19.99,T-Shirt
2022-05-18,Spring,37151.34,18.59,T-Shirt
2022-05-19,Spring,51858.1,21.67,T-Shirt
2022-05-20,Spring,44872.17,20.51,T-Shirt
2022-05-21,Spring,55224.29,20.09,T-Shirt
2022-05-22,Spring,74102.02,21.93,T-Shirt
2022-05-23,Spring,45484.65,18.96,T-Shirt
2022-05-24,Spring,42033.49,21.1,T-Shirt
2022-05-25,Spring,40061.93,20.37,T-Shirt
2022-05-26,Spring,54904.02,21.33,T-Shirt
2022-05-27,Spring,53944.4,20.64,T-Shirt
2022-05-28,Spring,96249.56,19.57,T-Shirt
2022-05-29,Spring,70335.66,21.57,T-Shirt
2022-05-30,Spring,39778.56,20.48,T-Shirt
2022-05-31,Spring,50572.08,21.02,T-Shirt
2022-06-01,Summer,81649.08,18.34,T-Shirt
2022-06-02,Summer,60050.58,21.67,T-Shirt
2022-06-03,Summer,70337.88,21.09,T-Shirt
2022-06-04,Summer,110267.9,19.36,T-Shirt
2022-06-05,Summer,127983.53,19.18,T-Shirt
2022-06-06,Summer,104218.07,18.61,T-Shirt
2022-06-07,Summer,36372.47,21.12,T-Shirt
2022-06-08,Summer,90403.77,20.25,T-Shirt
2022-06-09,Summer,56928.36,21.45,T-Shirt
2022-06-10,Summer,58188.32,20.43,T-Shirt
2022-06-11,Summer,86747.92,18.55,T-Shirt
2022-06-12,Summer,128464.58,19.0,T-Shirt
2022-06-13,Summer,77142.63,19.47,T-Shirt
2022-06-14,Summer,82749.89,20.0,T-Shirt
2022-06-15,Summer,77274.37,20.94,T-Shirt
2022-06-16,Summer,85287.18,21.6,T-Shirt
2022-06-17,Summer,98905.57,18.66,T-Shirt
2022-06-18,Summer,109381.29,21.84,T-Shirt
2022-06-19,Summer,100210.6,19.34,T-Shirt
2022-06-20,Summer,59393.48,18.38,T-Shirt
2022-06-21,Summer,51811.9,18.65,T-Shirt
2022-06-22,Summer,77957.26,19.41,T-Shirt
2022-06-23,Summer,80447.84,20.64,T-Shirt
2022-06-24,Summer,82058.25,19.01,T-Shirt
2022-06-25,Summer,124388.39,20.08,T-Shirt
2022-06-26,Summer,103507.66,19.35,T-Shirt
2022-06-27,Summer,83520.24,19.04,T-Shirt
2022-06-28,Summer,53874.14,20.51,T-Shirt
2022-06-29,Summer,83112.85,21.59,T-Shirt
2022-06-30,Summer,102019.11,20.51,T-Shirt
2022-07-01,Summer,62275.0,18.32,T-Shirt
2022-07-02,Summer,153755.29,20.4,T-Shirt
2022-07-03,Summer,127532.58,19.05,T-Shirt
2022-07-04,Summer,77658.61,21.07,T-Shirt
2022-07-05,Summer,111945.25,20.99,T-Shirt
2022-07-06,Summer,79620.79,21.06,T-Shirt
2022-07-07,Summer,79227.31,19.76,T-Shirt
2022-07-08,Summer,85269.82,20.94,T-Shirt
2022-07-09,Summer,97926.14,19.05,T-Shirt
2022-07-10,Summer,136563.7,20.94,T-Shirt
2022-07-11,Summer,73163.74,18.03,T-Shirt
2022-07-12,Summer,92000.85,20.21,T-Shirt
2022-07-13,Summer,60255.15,20.25,T-Shirt
2022-07-14,Summer,55384.5,18.71,T-Shirt
2022-07-15,Summer,67422.6,18.19,T-Shirt
2022-07-16,Summer,105831.96,18.02,T-Shirt
2022-07-17,Summer,126487.8,21.03,T-Shirt
2022-07-18,Summer,55212.01,18.7,T-Shirt
2022-07-19,Summer,55264.66,18.75,T-Shirt
2022-07-20,Summer,69113.46,21.86,T-Shirt
2022-07-21,Summer,70142.17,21.92,T-Shirt
2022-07-22,Summer,87667.1,20.8,T-Shirt
2022-07-23,Summer,98223.88,21.23,T-Shirt
2022-07-24,Summer,118070.66,20.76,T-Shirt
2022-07-25,Summer,68220.56,20.37,T-Shirt
2022-07-26,Summer,62593.47,19.64,T-Shirt
2022-07-27,Summer,52297.51,20.07,T-Shirt
2022-07-28,Summer,74739.29,18.29,T-Shirt
2022-07-29,Summer,71871.41,20.47,T-Shirt
2022-07-30,Summer,62140.44,21.37,T-Shirt
2022-07-31,Summer,103776.1,18.37,T-Shirt
2022-08-01,Summer,66400.77,18.01,T-Shirt
2022-08-02,Summer,80674.09,21.03,T-Shirt
2022-08-03,Summer,70607.71,18.42,T-Shirt
2022-08-04,Summer,77228.14,21.9,T-Shirt
2022-08-05,Summer,65886.54,21.09,T-Shirt
2022-08-06,Summer,137099.42,18.33,T-Shirt
2022-08-07,Summer,113397.36,20.88,T-Shirt
2022-08-08,Summer,74288.18,20.04,T-Shirt
2022-08-09,Summer,83499.33,18.27,T-Shirt
2022-08-10,Summer,76272.31,20.55,T-Shirt
2022-08-11,Summer,82410.6,20.25,T-Shirt
2022-08-12,Summer,69225.19,19.85,T-Shirt
2022-08-13,Summer,107080.6,20.03,T-Shirt
2022-08-14,Summer,119943.52,19.76,T-Shirt
2022-08-15,Summer,65463.23,18.41,T-Shirt
2022-08-16,Summer,75774.76,20.15,T-Shirt
2022-08-17,Summer,79244.32,21.26,T-Shirt
2022-08-18,Summer,67396.32,18.55,T-Shirt
2022-08-19,Summer,61184.92,19.67,T-Shirt
2022-08-20,Summer,114388.5,21.45,T-Shirt
2022-08-21,Summer,151006.66,19.01,T-Shirt
2022-08-22,Summer,61289.61,18.83,T-Shirt
2022-08-23,Summer,79971.2,19.78,T-Shirt
2022-08-24,Summer,62598.89,19.7,T-Shirt
2022-08-25,Summer,60004.57,18.98,T-Shirt
2022-08-26,Summer,86599.42,19.93,T-Shirt
2022-08-27,Summer,96879.37,20.17,T-Shirt
2022-08-28,Summer,109565.75,20.57,T-Shirt
2022-08-29,Summer,85333.01,21.15,T-Shirt
2022-08-30,Summer,65594.03,19.23,T-Shirt
2022-08-31,Summer,83321.83,18.02,T-Shirt
2022-09-01,Fall,55507.69,20.9,T-Shirt
2022-09-02,Fall,41043.31,21.74,T-Shirt
2022-09-03,Fall,71790.93,19.39,T-Shirt
2022-09-04,Fall,91543.44,21.23,T-Shirt
2022-09-05,Fall,48790.25,18.57,T-Shirt
2022-09-06,Fall,45407.73,19.34,T-Shirt
2022-09-07,Fall,39965.28,19.76,T-Shirt
2022-09-08,Fall,47894.98,19.9,T-Shirt
2022-09-09,Fall,47716.31,19.22,T-Shirt
2022-09-10,Fall,90863.9,19.87,T-Shirt
2022-09-11,Fall,66848.38,19.51,T-Shirt
2022-09-12,Fall,38114.03,18.44,T-Shirt
2022-09-13,Fall,55561.55,20.54,T-Shirt
2022-09-14,Fall,50705.66,19.14,T-Shirt
2022-09-15,Fall,61709.77,19.42,T-Shirt
2022-09-16,Fall,53755.79,21.59,T-Shirt
2022-09-17,Fall,86685.31,18.62,T-Shirt
2022-09-18,Fall,62864.91,18.53,T-Shirt
2022-09-19,Fall,27546.21,19.21,T-Shirt
2022-09-20,Fall,53077.89,18.92,T-Shirt
2022-09-21,Fall,53256.66,18.05,T-Shirt
2022-09-22,Fall,51560.99,20.91,T-Shirt
2022-09-23,Fall,52769.94,20.62,T-Shirt
2022-09-24,Fall,67288.66,19.97,T-Shirt
2022-09-25,Fall,62496.01,21.55,T-Shirt
2022-09-26,Fall,41427.89,18.88,T-Shirt
2022-09-27,Fall,19174.23,19.92,T-Shirt
2022-09-28,Fall,46288.53,18.41,T-Shirt
2022-09-29,Fall,40004.6,21.84,T-Shirt
2022-09-30,Fall,49522.66,18.81,T-Shirt
2022-10-01,Fall,76409.56,20.9,T-Shirt
2022-10-02,Fall,84930.57,19.48,T-Shirt
2022-10-03,Fall,60425.37,18.24,T-Shirt
2022-10-04,Fall,59265.07,20.75,T-Shirt
2022-10-05,Fall,48006.57,20.26,T-Shirt
2022-10-06,Fall,40232.21,20.52,T-Shirt
2022-10-07,Fall,53983.5,21.49,T-Shirt
2022-10-08,Fall,65514.75,18.94,T-Shirt
2022-10-09,Fall,75586.14,20.56,T-Shirt
2022-10-10,Fall,49610.71,18.96,T-Shirt
2022-10-11,Fall,56087.92,21.62,T-Shirt
2022-10-12,Fall,43514.81,18.18,T-Shirt
2022-10-13,Fall,42044.21,21.09,T-Shirt
2022-10-14,Fall,68670.61,19.65,T-Shirt
2022-10-15,Fall,62684.65,18.47,T-Shirt
2022-10-16,Fall,72441.74,20.96,T-Shirt
2022-10-17,Fall,32550.23,20.03,T-Shirt
2022-10-18,Fall,35522.27,18.39,T-Shirt
2022-10-19,Fall,44869.24,18.57,T-Shirt
2022-10-20,Fall,41188.53,20.61,T-Shirt
2022-10-21,Fall,48457.35,20.29,T-Shirt
2022-10-22,Fall,65775.25,18.24,T-Shirt
2022-10-23,Fall,77256.77,18.17,T-Shirt
2022-10-24,Fall,37422.99,20.1,T-Shirt
2022-10-25,Fall,48092.76,19.67,T-Shirt
2022-10-26,Fall,46027.54,18.82,T-Shirt
2022-10-27,Fall,51563.77,20.45,T-Shirt
2022-10-28,Fall,33458.53,18.0,T-Shirt
2022-10-29,Fall,76038.21,20.93,T-Shirt
2022-10-30,Fall,72416.09,19.14,T-Shirt
2022-10-31,Fall,61256.75,19.79,T-Shirt
2022-11-01,Fall,60321.49,18.61,T-Shirt
2022-11-02,Fall,65692.92,21.38,T-Shirt
2022-11-03,Fall,51433.38,21.22,T-Shirt
2022-11-04,Fall,52616.18,19.69,T-Shirt
2022-11-05,Fall,70343.37,18.51,T-Shirt
2022-11-06,Fall,74851.85,18.32,T-Shirt
2022-11-07,Fall,53662.48,20.86,T-Shirt
2022-11-08,Fall,67694.49,21.45,T-Shirt
2022-11-09,Fall,49031.44,20.25,T-Shirt
2022-11-10,Fall,43048.1,20.52,T-Shirt
2022-11-11,Fall,35603.28,21.2,T-Shirt
2022-11-12,Fall,78103.94,19.29,T-Shirt
2022-11-13,Fall,54635.36,21.34,T-Shirt
2022-11-14,Fall,54987.66,21.25,T-Shirt
2022-11-15,Fall,42432.06,21.55,T-Shirt
2022-11-16,Fall,69678.89,18.7,T-Shirt
2022-11-17,Fall,46877.04,21.69,T-Shirt
2022-11-18,Fall,53818.51,18.63,T-Shirt
2022-11-19,Fall,93385.53,21.07,T-Shirt
2022-11-20,Fall,175599.29,21.01,T-Shirt
2022-11-21,Fall,140183.86,21.12,T-Shirt
2022-11-22,Fall,134100.67,20.86,T-Shirt
2022-11-23,Fall,140495.16,21.3,T-Shirt
2022-11-24,Fall,132455.65,18.45,T-Shirt
2022-11-25,Fall,115865.63,21.23,T-Shirt
2022-11-26,Fall,183497.59,18.28,T-Shirt
2022-11-27,Fall,180223.8,21.56,T-Shirt
2022-11-28,Fall,56289.1,19.4,T-Shirt
2022-11-29,Fall,51646.19,19.47,T-Shirt
2022-11-30,Fall,48737.77,20.2,T-Shirt
2022-12-01,Winter,21093.75,21.15,T-Shirt
2022-12-02,Winter,17158.23,21.98,T-Shirt
2022-12-03,Winter,37897.8,18.59,T-Shirt
2022-12-04,Winter,34651.99,20.54,T-Shirt
2022-12-05,Winter,17191.06,18.3,T-Shirt
2022-12-06,Winter,16548.76,19.17,T-Shirt
2022-12-07,Winter,14577.71,18.6,T-Shirt
2022-12-08,Winter,14654.93,20.08,T-Shirt
2022-12-09,Winter,22466.98,18.06,T-Shirt
2022-12-10,Winter,25939.22,18.8,T-Shirt
2022-12-11,Winter,38082.21,21.44,T-Shirt
2022-12-12,Winter,26238.43,18.99,T-Shirt
2022-12-13,Winter,18152.16,21.47,T-Shirt
2022-12-14,Winter,19761.13,21.41,T-Shirt
2022-12-15,Winter,30536.3,18.86,T-Shirt
2022-12-16,Winter,37258.9,18.9,T-Shirt
2022-12-17,Winter,70775.67,18.31,T-Shirt
2022-12-18,Winter,65257.99,18.68,T-Shirt
2022-12-19,Winter,39793.55,18.7,T-Shirt
2022-12-20,Winter,42220.46,20.61,T-Shirt
2022-12-21,Winter,45735.62,18.68,T-Shirt
2022-12-22,Winter,42679.22,19.2,T-Shirt
2022-12-23,Winter,44102.9,20.35,T-Shirt
2022-12-24,Winter,63538.2,20.21,T-Shirt
2022-12-25,Winter,30416.78,19.36,T-Shirt
2022-12-26,Winter,22596.84,21.52,T-Shirt
2022-12-27,Winter,17432.38,20.49,T-Shirt
2022-12-28,Winter,21137.86,19.72,T-Shirt
2022-12-29,Winter,24595.15,19.56,T-Shirt
2022-12-30,Winter,20373.76,20.86,T-Shirt
2022-12-31,Winter,29398.73,21.6,T-Shirt
2023-01-01,Winter,34774.99,20.27,T-Shirt
2023-01-02,Winter,15785.91,21.29,T-Shirt
2023-01-03,Winter,17146.74,20.37,T-Shirt
2023-01-04,Winter,21045.65,19.2,T-Shirt
2023-01-05,Winter,19353.56,19.74,T-Shirt
2023-01-06,Winter,21736.35,18.41,T-Shirt
2023-01-07,Winter,35689.44,18.93,T-Shirt
2023-01-08,Winter,23915.43,21.93,T-Shirt
2023-01-09,Winter,19176.73,20.96,T-Shirt
2023-01-10,Winter,20782.11,21.6,T-Shirt
2023-01-11,Winter,21454.51,20.56,T-Shirt
2023-01-12,Winter,22396.33,20.81,T-Shirt
2023-01-13,Winter,18747.24,18.59,T-Shirt
2023-01-14,Winter,25854.49,19.33,T-Shirt
2023-01-15,Winter,31350.2,21.18,T-Shirt
2023-01-16,Winter,23460.33,18.45,T-Shirt
2023-01-17,Winter,24233.85,20.31,T-Shirt
2023-01-18,Winter,15203.77,20.13,T-Shirt
2023-01-19,Winter,20633.52,20.57,T-Shirt
2023-01-20,Winter,19940.76,18.22,T-Shirt
2023-01-21,Winter,20617.78,21.76,T-Shirt
2023-01-22,Winter,29988.62,18.72,T-Shirt
2023-01-23,Winter,18941.62,20.85,T-Shirt
2023-01-24,Winter,26486.67,18.55,T-Shirt
2023-01-25,Winter,21279.49,21.46,T-Shirt
2023-01-26,Winter,16073.34,19.04,T-Shirt
2023-01-27,Winter,22746.43,20.02,T-Shirt
2023-01-28,Winter,29651.71,19.17,T-Shirt
2023-01-29,Winter,31396.41,18.67,T-Shirt
2023-01-30,Winter,22931.3,19.97,T-Shirt
2023-01-31,Winter,11663.18,20.67,T-Shirt
2023-02-01,Winter,17484.84,20.26,T-Shirt
2023-02-02,Winter,16463.31,20.04,T-Shirt
2023-02-03,Winter,16278.31,20.44,T-Shirt
2023-02-04,Winter,34679.38,19.01,T-Shirt
2023-02-05,Winter,20681.2,21.11,T-Shirt
2023-02-06,Winter,16834.7,20.45,T-Shirt
2023-02-07,Winter,16752.94,21.06,T-Shirt
2023-02-08,Winter,19288.02,18.64,T-Shirt
2023-02-09,Winter,19966.48,19.83,T-Shirt
2023-02-10,Winter,23021.77,21.17,T-Shirt
2023-02-11,Winter,40593.62,19.75,T-Shirt
2023-02-12,Winter,26877.32,21.27,T-Shirt
2023-02-13,Winter,22571.36,19.6,T-Shirt
2023-02-14,Winter,19622.1,20.12,T-Shirt
2023-02-15,Winter,14717.59,20.76,T-Shirt
2023-02-16,Winter,22803.56,18.21,T-Shirt
2023-02-17,Winter,16660.87,21.06,T-Shirt
2023-02-18,Winter,29633.26,19.2,T-Shirt
2023-02-19,Winter,26636.43,18.36,T-Shirt
2023-02-20,Winter,23020.13,19.05,T-Shirt
2023-02-21,Winter,26542.19,18.85,T-Shirt
2023-02-22,Winter,19563.7,19.9,T-Shirt
2023-02-23,Winter,21154.72,20.81,T-Shirt
2023-02-24,Winter,21738.71,18.02,T-Shirt
2023-02-25,Winter,30345.53,20.86,T-Shirt
2023-02-26,Winter,27281.63,20.86,T-Shirt
2023-02-27,Winter,9767.9,20.27,T-Shirt
2023-02-28,Winter,19701.84,21.15,T-Shirt
2023-03-01,Spring,52973.08,18.39,T-Shirt
2023-03-02,Spring,48478.56,19.87,T-Shirt
2023-03-03,Spring,47649.29,20.7,T-Shirt
2023-03-04,Spring,66304.68,18.54,T-Shirt
